Row_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Country,Membership_Type,Order_ID,Order_Date,Delivery_Date,Payment_Method,Order_Status,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Shipping_Cost,Tax,Total_Amount,Website_Visits,Time_On_Website,Rating,Returned_Product,Customer_Satisfaction,Salesperson,Region,Warehouse,Profit,Cost,Revenue
1821,CUST01424,Arjun Verma,Male,,Bengaluru,Karnataka,India,Gold,ORD103008,01/04/2023,06-Apr-2023,Debit Card,Pending,Home & Kitchen,Mixer Grinder,3,1601.65,10.923287916609185,81.37,770.42,5131.88,2,6.3,4.0,No,Neutral,Agent_19,North,WH-North,,2536.36,4280.09
1822,CUST00377,Ishaan Verma,female,18,JAIPUR,Rajasthan,India,Silver,ORD100298,11/28/2024,2024-12-04,Net Banking,Delivered,Beauty,Hair Serum,5,1334.37,15.24825775144864,149.19,1017.81,6821.51,1,10.2,5.0,No,,Agent_15,South,WH-North,1059.96,3427.55,5654.51
1823,CUST00356,Vivaan Sharma,Female,46,Ahmedabad,Gujarat,India,Regular,ORD103670,01-Mar-2024,03/03/2024,UPI,Delivered,Sports,Cricket Bat,2,2373.55,5.76602227395604,83.88,805.21,5362.47,3,22.3,4.0,No,Neutral,Agent_02,West,WH-West,1027.6,2556.69,4473.38
1824,CUST00427,Simran Gupta,Male,38,Delhi,Delhi,India,Regular,ORD101293,25-Jan-2024,,Credit Card,Delivered,Electronics,Bluetooth Earbuds,7,1063.02,11.169166441851202,31.73,1189.81,7831.57,3,22.8,2.0,No,Satisfied,Agent_16,South,WH-Central,1265.76,4122.73,6610.03
1825,CUST00671,Rahul Singh,Male,37,Chennai,Tamil Nadu,India,Silver,ORD102284,01/12/2023,04/12/2023,Debit Card,Delivered,Home & Kitchen,Storage Boxes,3,"3,192.85",3.164644530488718,37.32,1669.58,10982.32,6,8.9,3.0,Yes,,Agent_04,South,WH-West,1431.6,6136.92,9275.42
1826,CUST01390,Rahul Iyer,Male,38,Ahmedabad,Gujarat,India,Silver,ORD102356,26-Jun-2023,2023-06-30,Credit Card,Shipped,Fashion,Running Shoes,6,942.48,11.826328557906535,23.8,897.5,5907.42,3,3.4,5.0,No,Very Unsatisfied,Agent_18,North,WH-Central,-94.09,4158.91,4986.12
1827,CUST01407,Reyansh Patel,Female,18,Ahmedabad,Gujarat,India,Regular,ORD101784,18-Sep-2023,2023-09-23,Credit Card,Shipped,Sports,Football,4,2468.12,10.90169463615267,139.3,1583.32,10518.83,2,18.8,3.0,No,Satisfied,Agent_17,South,WH-East,,5326.52,8796.21
1828,CUST01029,Ishaan Sharma,female,37,Ahmedabad,Gujarat,India,Gold,ORD101536,02/01/2024,09-Jan-2024,Net Banking,Delivered,Sports,Cricket Bat,4,2290.65,23.00243583149579,112.74,1269.9,8437.62,5,39.6,4.0,No,,Agent_13,North,WH-North,730.02,4942.32,7054.98
1829,CUST00265,Karan Nair,Female,27,,Maharashtra,India,Silver,ORD101061,05-May-2024,11/05/2024,UPI,Delivered,Home & Kitchen,LED Bulb Pack,4,2077.75,14.359397274579406,20.0,1281.17,8418.76,2,8.1,3.0,No,Neutral,Agent_19,East,WH-Central,2018.51,3797.91,7117.59
1830,CUST00220,Rahul Reddy,Female,31,Indore,Madhya Pradesh,India,Silver,ORD101029,01/09/2023,01/14/2023,Net Banking,Delivered,Sports,Yoga Mat, 2 ,2198.81,14.188081475047039,29.21,679.26,4482.15,2,18.3,,No,Satisfied,Agent_08,South,WH-West,538.33,2526.88,3773.68
1831,CUST00463,Ananya Iyer,Male,28,Lucknow,Uttar Pradesh,India,Regular,ORD103325,08/07/2023,14/07/2023,UPI,Shipped,Home & Kitchen,Storage Boxes,3,438.52,15.129469180174194,41.85,200.97,1359.34,8,16.4,3.0,No,Very Satisfied,Agent_19,North,WH-East,251.7,622.0,1116.52
1832,CUST00953,Reyansh Verma,Female,19,Jaipur,Rajasthan,India,Regular,ORD101868,25-Aug-2024,30/08/2024,Credit Card,Delivered,Fashion,Leather Wallet,6,2276.6,4.578997024904669,81.94,2346.14,15462.21,4,5.7,3.0,No,Neutral,Agent_09,West,WH-South,2981.13,7624.92,13034.13
1833,CUST01260,Vivaan Gupta,Female,,Jaipur,Rajasthan,India,Platinum,ORD100398,16-Jul-2024,22/07/2024,Net Banking,Shipped,Electronics,LED Monitor,2,2154.81,,172.46,620.31,4238.91,21,4.2,3.0,No,Very Satisfied,Agent_01,West,WH-East,824.82,1828.55,3446.14
1834,CUST01028,Vivaan Gupta,Male,48,Lucknow,Uttar Pradesh,India,Silver,ORD103177,05/29/2024,,Net Banking,Delivered,Beauty,Face Wash,3,1048.48,16.71586884335538,86.15,471.54,3177.34,5,4.2,4.0,No,Unsatisfied,Agent_01,South,WH-West,516.15,1545.81,2619.65
1835,CUST01324,Myra Reddy,male,20,Jaipur,Rajasthan,India,Platinum,ORD104077,23-Feb-2023,01-Mar-2023,Credit Card,Shipped,Fashion,Running Shoes,1,873.01,5.719570637576239,47.62,148.15,1018.85,2,2.6,5.0,No,Satisfied,Agent_18,North,WH-South,175.45,451.86,823.08
1836,CUST00665,Priya Nair,Male,36,Pune,Maharashtra,India,Regular,ORD102737,31-May-2023,06/04/2023,UPI,Delivered,Electronics,Bluetooth Earbuds,6,2755.71,11.46220058345058,110.78,2635.03,17384.88,5,20.0,3.0,No,,Agent_17,West,WH-East,3189.59,8703.67,14639.07
1837,CUST01341,Vivaan Patel,Male,22,Bengaluru,Karnataka,India,Regular,ORD102844,08-Mar-2023,03/13/2023,Cash on Delivery,Pending,Home & Kitchen,Mixer Grinder,3,2334.02,15.428299568693527,71.99,1065.92,7059.67,6,1.4,3.0,No,Satisfied,Agent_03,East,WH-Central,213.79,4570.06,5921.76
1838,CUST01432,Sai Iyer,Female,46,Lucknow,Uttar Pradesh,India,Gold,ORD101609,12/01/2023,17/01/2023,Net Banking,Delivered,Fashion,Denim Jeans,4,1178.14,5.610768768801196,55.33,800.67,5304.15,4,4.6,2.0,No,Satisfied,Agent_04,East,WH-Central,931.32,2660.83,4448.15
1839,CUST01089,Rahul Reddy,Female,29,Indore,Madhya Pradesh,India,Gold,ORD100281,05/23/2023,29/05/2023,Net Banking,Delivered,Beauty,Sunscreen SPF50,7,1909.96,18.58704553997606,68.87,1959.24,12912.79,5,3.7,4.0,No,,Agent_07,East,WH-East,,7039.99,10884.68
1840,CUST00849,Aditya Reddy,Female,33,Pune,Maharashtra,India,Silver,ORD102578,07/12/2023,12/13/2023,Debit Card,Returned,Beauty,Sunscreen SPF50,1,596.49,8.684943523416054,36.52,98.04,679.25,4,22.4,2.0,No,Satisfied,Agent_13,North,WH-Central,60.09,350.04,544.69
1841,CUST00898,Sneha Mehta,Male,,Ahmedabad,Gujarat,India,Regular,ORD102338,05/11/2024,16/05/2024,Credit Card,Delivered,Beauty,Hair Serum,4,1014.13,18.870602602535097,110.02,592.39,3993.44,1,9.0,,No,,Agent_08,South,WH-West,479.77,2108.85,3291.03
1842,CUST00482,Neha Gupta,Male,32,Hyderabad,Telangana,India,Regular,ORD100395,2023-07-25,29/07/2023,Net Banking,Returned,Home & Kitchen,LED Bulb Pack,5,749.76,8.005245181555242,47.96,620.77,4117.43,6,3.3,2.0,No,Neutral,Agent_06,South,WH-South,1035.8,1744.17,3448.7
1843,CUST01202,Arjun Reddy,Male,41,Mumbai,Maharashtra,India,Platinum,ORD100094,06/05/2024,10/05/2024,Cash on Delivery,Pending,Home & Kitchen,LED Bulb Pack,5,1701.21,4.383081217330884,32.44,1463.98,9629.64,1,8.1,,No,Satisfied,Agent_14,South,WH-East,2523.87,4112.93,8133.22
1844,CUST01001,Diya Verma,Female,32,Kolkata,West Bengal,India,Regular,ORD101870,2023-07-25,29-Jul-2023,UPI,Returned,Beauty,Face Wash,10,718.01,10.062437273127477,41.04,1162.37,7661.02,1,26.0,5.0,No,Very Unsatisfied,Agent_14,North,WH-East,1039.29,4214.91,6457.61
1845,CUST01443,Rahul Sharma,Female,37,Delhi,Delhi,India,Gold,ORD102740,12/23/2023,28/12/2023,Credit Card,Shipped,Sports,Football,1,593.9,14.494154498060245,96.03,91.41,695.26,4,13.5,4.0,No,Very Satisfied,Agent_03,East,WH-Central,44.2,276.18,507.82
1846,CUST00083,Vivaan Joshi,female,18,jaipur,Rajasthan,India,Platinum,ORD101785,04-Oct-2024,10/09/2024,Cash on Delivery,Returned,Fashion,Running Shoes,5,"1,072.45",1.0067323287775265,30.0,955.49,6293.76,1,2.0,4.0,No,Satisfied,Agent_06,West,WH-Central,549.8,3772.98,5308.27
1847,CUST00244,Vivaan Nair,Female,39,Ahmedabad,Gujarat,India,Platinum,ORD103292,09/20/2023,2023-09-23,Debit Card,Delivered,Fashion,Running Shoes,5,938.79,10.353437696143688,88.38,757.43,5053.77,5,12.7,3.0,No,Satisfied,Agent_18,East,WH-West,480.25,2881.9,4207.96
1848,CUST00734,Karan Joshi,female,18,Lucknow,Uttar Pradesh,India,Regular,ORD102996,2024-11-20,26-Nov-2024,Net Banking,Delivered,Sports,Cricket Bat,3,1763.95,26.108385386316563,91.82,703.84,4705.89,2,19.1,3.0,No,Very Satisfied,Agent_19,North,WH-Central,403.86,2710.71,3910.23
1849,CUST00561,Aarav Patel,Male,27,Hyderabad,Telangana,India,Silver,ORD103223,12/18/2023,12/24/2023,Debit Card,Cancelled,Fashion,Cotton T-Shirt,5,2190.7,20.73749406901871,123.5,1562.76,10368.28,12,12.3,3.0,No,Very Satisfied,Agent_10,East,WH-South,1880.5,5115.26,8682.02
1850,CUST00973,Reyansh Joshi,Female,,Bengaluru,Karnataka,India,Silver,ORD102697,05/04/2024,2024-04-09,Credit Card,Shipped,Home & Kitchen,LED Bulb Pack,5,404.23,14.128923909682465,20.0,312.4,2067.98,4,10.3,3.0,No,,Agent_05,South,WH-West,,999.69,1735.58
1851,CUST00710,Reyansh Mehta,Male,33,Hyderabad,Telangana,India,Silver,ORD102094,16/03/2024,21/03/2024,UPI,Cancelled,Electronics,Bluetooth Earbuds,6,1156.4,4.81681894963818,90.05,1188.75,7882.99,11,11.3,3.0,No,Neutral,Agent_07,West,WH-South,2157.38,3168.01,6604.19
1852,CUST00983,Rahul Mehta,Male,26,Mumbai,Maharashtra,India,Regular,ORD102439,04/11/2023,2023-11-06,Credit Card,Delivered,Home & Kitchen,Mixer Grinder,7,928.5,32.252161809063686,36.25,792.59,5232.11,2,2.1,2.0,No,Satisfied,Agent_04,North,WH-West,-168.35,3742.78,4403.27
1853,CUST01138,Neha Mehta,Female,18,Delhi,Delhi,India,Platinum,ORD101542,09-Aug-2024,2024-08-14,UPI,Cancelled,Electronics,LED Monitor,1,"1,118.28",7.211760708586347,115.47,186.77,1339.87,4,8.2,2.0,No,,Agent_20,East,WH-Central,187.24,548.15,1037.63
1854,CUST01245,Diya Mehta,Male,,Lucknow,Uttar Pradesh,India,Gold,ORD103986,20-Jan-2023,2023-01-27,Credit Card,Delivered,Sports,Yoga Mat,6,1663.8,6.46638250181573,135.24,1680.71,11153.22,1,6.9,3.0,No,Satisfied,Agent_16,South,WH-South,1114.63,6406.69,9337.27
1855,CUST00412,Pooja Sharma,male,23,Delhi,Delhi,India,Gold,ORD102332,13/03/2024,2024-03-21,UPI,Delivered,Home & Kitchen,Mixer Grinder,6,1666.86,12.216360761317365,113.38,1580.29,10473.05,3,12.0,4.0,No,Satisfied,Agent_06,West,WH-North,,5945.17,8779.38
1856,CUST00517,Priya Singh,Male,39,Mumbai,Maharashtra,India,Gold,ORD104039,26/07/2024,31/07/2024,Cash on Delivery,Delivered,Home & Kitchen,Non-Stick Pan,2,1646.13,13.884965499854284,24.49,510.32,3369.94,4,12.0,4.0,No,Very Satisfied,Agent_11,North,WH-South,599.97,1700.35,2835.13
1857,CUST00253,Rahul Gupta,Male,35,Bhopal,Madhya Pradesh,India,Silver,ORD102358,19/12/2023,2023-12-26,Credit Card,Shipped,Home & Kitchen,Non-Stick Pan,120,678.18,21.557413224347496,78.5,383.03,2589.46,1,5.0,5.0,No,Satisfied,Agent_15,South,WH-East,509.39,1157.01,2127.93
1858,CUST00817,Pooja Mehta,Male,41,BENGALURU,Karnataka,India,Silver,ORD100881,07/23/2023,26-Jul-2023,Net Banking,Delivered,Home & Kitchen,Mixer Grinder,2,2042.76,22.317369120611893,130.45,571.27,3875.46,4,18.8,4.0,No,Neutral,Agent_19,North,WH-Central,940.13,1531.89,3173.74
1859,CUST00740,Diya Singh,F,43,hyderabad,Telangana,India,Gold,ORD103261,14-May-2024,18-May-2024,Debit Card,Pending,Home & Kitchen,Non-Stick Pan,6,819.28,7.281936802077776,24.98,820.39,5403.09,6,5.7,3.0,No,Satisfied,Agent_17,West,WH-North,390.66,3321.69,4557.72
1860,CUST01327,Arjun Verma,Female,50,Chennai,Tamil Nadu,India,Regular,ORD102984,11/12/2023,11/15/2023,Credit Card,Returned,Fashion,Running Shoes,4,1126.89,11.989823008711381,106.86,714.08,4788.05,7,11.8,2.0,Yes,Satisfied,Agent_16,West,WH-North,,2840.59,3967.11
1861,CUST00528,Diya Joshi,Female,53,Ahmedabad,Gujarat,India,Silver,ORD101431,2024-07-27,2024-08-03,Cash on Delivery,Returned,Beauty,Sunscreen SPF50,4,1592.46,0.9427482428192775,27.6,1135.76,7473.15,1,16.2,4.0,No,Very Satisfied,Agent_17,North,WH-West,1740.82,3405.61,6309.79
1862,CUST00001,Aditya Sharma,Female,33,Indore,Madhya Pradesh,India,Platinum,ORD101853,03-Feb-2024,2024-02-06,UPI,Delivered,Home & Kitchen,Non-Stick Pan,3,1726.6,8.400955203661466,57.82,854.04,5656.51,9,1.3,,No,Very Satisfied,Agent_01,West,WH-West,807.49,3025.3,4744.65
1863,CUST00473,Ananya Joshi,Male,23,Lucknow,Uttar Pradesh,India,Silver,ORD100661,2023-04-03,,Credit Card,Shipped,Beauty,Hair Serum, 6 ,1812.83,23.250804013743842,98.15,1502.64,9948.78,2,11.4,2.0,No,Very Satisfied,Agent_16,East,WH-South,918.68,5828.52,8347.99
1864,CUST00558,Priya Patel,male,55,Pune,Maharashtra,India,Gold,ORD101602,2024-10-06,10/11/2024,Credit Card,Shipped,Beauty,Lip Balm Set,2,1865.85,14.68952306592495,121.19,573.04,3877.76,10,22.5,2.0,Yes,Very Satisfied,Agent_02,East,WH-East,329.03,2160.27,3183.53
1865,CUST00356,Priya Patel,Female,30,Chennai,Tamil Nadu,India,Regular,ORD103913,01-Jun-2024,05-Jun-2024,UPI,Shipped,Electronics,Power Bank,4,2448.23,8.479837740810943,141.0,1613.25,10716.75,1,3.2,1.0,No,Satisfied,  Agent_17  ,South,WH-North,1540.02,5668.23,8962.5
1866,CUST00405,Myra Verma,Female,29, Bhopal ,Madhya Pradesh,India,Platinum,ORD103641,09-Jul-2023,2023-07-10,Credit Card,Delivered,Fashion,Leather Wallet,1,1871.29,14.016814690745635,86.06,289.62,1984.67,9,9.3,,No,Unsatisfied,Agent_03,South,WH-East,161.03,1072.28,1608.99
1867,CUST00451,Diya Iyer,Female,49,Pune,Maharashtra,India,Platinum,ORD102212,04/12/2023,05-Dec-2023,Credit Card,Shipped,Sports,Cricket Bat,6,1927.87,2.94237421784122,67.47,2020.84,13315.18,6,4.8,4.0,Yes,Neutral,Agent_11,East,WH-North,2318.57,6819.99,11226.87
1868,CUST00079,Rohan Reddy,Female,,Chennai,Tamil Nadu,India,Silver,ORD103437,25/08/2023,29-Aug-2023,Cash on Delivery,Delivered,Electronics,Smartwatch,1,2243.66,10.73844295954569,28.92,360.49,2392.14,9,5.3,5.0,No,Satisfied,Agent_17,East,WH-South,610.96,1002.36,2002.73
1869,CUST00489,Aarav Nair,Female,40,Hyderabad,Telangana,India,Platinum,ORD100317,2023-12-25,26-Dec-2023,Net Banking,Delivered,Beauty,Hair Serum,3,1763.54,,52.56,933.94,6175.05,10,38.0,2.0,No,Neutral,Agent_02,South,WH-West,899.06,3302.99,5188.55
1870,CUST00687,Sai Gupta,F,30,Chennai,Tamil Nadu,India,Regular,ORD101321,10/04/2023,15-Apr-2023,Cash on Delivery,Returned,Fashion,Denim Jeans,4,2002.66,4.318332614409307,56.29,1379.65,9100.65,2,1.3,3.0,No,Satisfied,Agent_09,West,WH-West,279.73,5949.04,7664.71
1871,CUST00151,Kabir Iyer,Female,29,Indore,Madhya Pradesh,India,Silver,ORD102739,10/27/2023,10/29/2023,Net Banking,Delivered,Sports,Cricket Bat,3,2522.16,15.497051472432577,195.36,1150.9,7740.16,2,29.5,4.0,No,Very Satisfied,Agent_11,East,WH-Central,,3458.92,6393.9
1872,CUST00900,Simran Joshi,M,31,Bhopal,Madhya Pradesh,India,Silver,ORD102696,27/11/2024,11/28/2024,Net Banking,Returned,Fashion,Running Shoes, 4 ,328.22,10.736264302721034,51.99,210.95,1434.87,1,2.8,,No,Satisfied,Agent_10,North,WH-South,123.15,785.84,1171.93
1873,CUST01251,Vivaan Singh,Female,34,Kolkata,West Bengal,India,Silver,ORD100947,12/29/2024,07-Jan-2025,Net Banking,Cancelled,Home & Kitchen,LED Bulb Pack,7,1838.86,15.07008776160691,37.57,1967.8,12937.57,4,9.4,2.0,No,Neutral,  Agent_20  ,South,WH-North,₹1865.83,7061.0,10932.2
1874,CUST00212,Reyansh Reddy,Female,40,Pune,Maharashtra,India,Silver,ORD103870,10/20/2023,2023-10-21,Net Banking,Delivered,Electronics,Bluetooth Earbuds,2,2082.7,7.051663889163747,60.02,696.9,4628.59,1,6.3,3.0,No,Very Satisfied,Agent_04,South,WH-Central,862.61,2252.14,3871.67
1875,CUST01011,Pooja Joshi,male,30, Hyderabad ,Telangana,India,Silver,ORD101587,18/10/2023,22/10/2023,Credit Card,Delivered,Beauty,Sunscreen SPF50,2,1438.19,16.241384846994762,42.13,433.66,2885.01,3,27.2,4.0,No,Very Satisfied,Agent_12,East,WH-North,775.77,1157.66,2409.22
1876,CUST00193,Aditya Gupta,Female,,Kolkata,West Bengal,India,Regular,ORD100770,15/07/2023,20/07/2023,Net Banking,Pending,Beauty,Lip Balm Set, 4 ,2845.0,19.927062151366155,20.0,1640.21,10772.51,3,11.0,3.0,No,Satisfied,Agent_19,South,WH-South,1006.13,6445.96,9112.3
1877,CUST01257,Pooja Iyer,MALE,42,Ahmedabad,Gujarat,India,Regular,ORD102001,17-Oct-2023,19-Oct-2023,Cash on Delivery,Shipped,Fashion,Denim Jeans,5,774.01,2.582555008874851,44.0,678.62,4492.72,16,14.7,,No,Satisfied,Agent_07,West,WH-South,,2320.44,3770.1
1878,CUST00872,Neha Iyer, Male,35,Hyderabad,Telangana,India,Silver,ORD102415,2023-07-01,2023-07-03,UPI,Returned,Beauty,Lip Balm Set,5,2020.05,13.774006646445798,83.81,1567.63,10360.48,5,9.8,3.0,No,Neutral,Agent_11,West,WH-North,3056.25,4001.35,8709.04
1879,CUST00140,Kabir Reddy,Male,36,kolkata,West Bengal,India,Gold,ORD102178,07/29/2024,04/08/2024,UPI,Delivered,Sports,Yoga Mat,6,4332.67,6.832954304270987,42.4,4359.55,28621.67,9,4.4,3.0,No,Very Satisfied,Agent_11,West,WH-West,2807.6,17010.17,24219.72
1880,CUST00780,Karan Verma,Female,40,Bhopal,Madhya Pradesh,India,Gold,ORD100544,01/01/2023,04/01/2023,Cash on Delivery,Shipped,Electronics,LED Monitor,4,742.6,6.410424498026807,104.95,500.4,3385.33,2,4.7,2.0,No,Satisfied,Agent_03,East,WH-West,,1686.8,2779.98
1881,CUST00357,Reyansh Nair,M,28,Bhopal,Madhya Pradesh,India,Regular,ORD102474,07/01/2024,01/10/2024,Net Banking,Pending,Electronics,Smartwatch,8,2758.64,18.609369064190425,51.71,3233.2,21247.11,3,15.4,4.0,No,Very Satisfied,Agent_12,North,WH-North,3464.76,11212.53,17962.2
1882,CUST01058,Kabir Joshi,Female,42,Bengaluru,Karnataka,India,Gold,ORD102005,17/08/2023,24/08/2023,Debit Card,Delivered,Sports,Football,2,2433.29,1.3510750492134316,215.46,864.15,5880.44,6,18.3,3.0,No,Satisfied,Agent_10,West,WH-North,830.19,2891.03,4800.83
1883,CUST01090,Arjun Joshi,Female,38,Kolkata,West Bengal,India,Platinum,ORD101706,2024-01-12,15-Jan-2024,Cash on Delivery,Shipped,Fashion,Leather Wallet,5,616.39,25.897860152230823,193.77,411.08,2888.64,3,14.6,2.0,No,Neutral,Agent_15,South,WH-West,429.3,1249.64,2283.79
1884,CUST01055,Rohan Singh, Male,36,Bhopal,Madhya Pradesh,India,Silver,ORD102762,01-Nov-2023,2023-11-06,UPI,Delivered,Fashion,Running Shoes,3,1278.74,7.389673105138385,71.53,639.49,4263.76,5,9.4,1.0,No,Very Satisfied,Agent_08,North,WH-South,286.89,2554.83,3552.74
1885,CUST00891,Meera Nair,Male,32,Pune,Maharashtra,India,Silver,ORD103936,02-Sep-2023,09/08/2023,Cash on Delivery,Delivered,Beauty,Lip Balm Set,5,2569.41,18.003129164509012,30.22,1896.15,12460.55,2,17.3,,No,Satisfied,Agent_15,North,WH-North,2989.72,5618.09,10534.18
1886,CUST01380,Ishaan Nair,Female,43,Lucknow,Uttar Pradesh,India,Regular,ORD102698,02/01/2024,05/02/2024,Credit Card,Delivered,Fashion,Cotton T-Shirt,6,2822.86,5.4260988089322595,90.67,2883.26,18992.06,11,7.1,4.0,No,Neutral,Agent_02,South,WH-Central,3145.07,9899.13,16018.13
1887,CUST00416,Pooja Sharma,Male,34,,Madhya Pradesh,India,Platinum,ORD102948,07/08/2023,2023-08-14,Cash on Delivery,Delivered,Home & Kitchen,Mixer Grinder,4,1855.59,15.615640930479985,30.43,1127.4,7421.14,2,18.3,2.0,No,Neutral,Agent_14,South,WH-West,,4468.15,6263.31
1888,CUST01305,Ishaan Verma,Male,30,bengaluru,Karnataka,India,Silver,ORD101384,10/30/2024,01/11/2024,Cash on Delivery,Pending,Fashion,Leather Wallet,11,1566.27,26.463903892763078,20.0,2280.51,14970.02,1,3.0,3.0,No,Very Satisfied,Agent_17,North,WH-South,1030.95,9338.05,12669.51
1889,CUST00889,Meera Iyer,Male,30,Delhi,Delhi,India,Gold,ORD101543,16/05/2024,2024-05-21,Credit Card,Delivered,Electronics,Power Bank,3,1240.92,16.50242906076727,181.48,559.51,3849.4,4,5.1,2.0,No,Neutral,Agent_11,East,WH-East,,2269.99,3108.41
1890,CUST01278,Arjun Gupta, Male,38,Mumbai,Maharashtra,India,Silver,ORD101429,10/14/2023,23-Oct-2023,Debit Card,Cancelled,Electronics,Power Bank,3,1406.53,14.184399021860992,35.83,651.79,4308.69,3,5.1,3.0,No,Satisfied,Agent_19,North,WH-South,912.63,2020.82,3621.07
1891,CUST00909,Kabir Reddy,male,,,Delhi,India,Gold,ORD100635,10/03/2023,2023-10-08,Credit Card,Delivered,Fashion,Denim Jeans,120,1156.56,5.191357659831992,91.52,986.87,6560.98,5,32.5,2.0,No,Unsatisfied,Agent_13,North,WH-North,878.29,3525.91,5482.59
1892,CUST01101,Myra Verma,Female,45,Jaipur,Rajasthan,India,Gold,ORD101332,03/16/2023,21-Mar-2023,Net Banking,Returned,Sports,Cricket Bat,4,1084.14,14.489810963303656,38.43,667.48,4414.11,2,1.4,4.0,No,Neutral,Agent_14,South,WH-East,₹454.2,2548.09,3708.2
1893,CUST00776,Ananya Mehta,Male,33,Kolkata,West Bengal,India,Silver,ORD101614,04/23/2024,2024-04-27,UPI,Delivered,Beauty,Face Wash,3,1928.54,5.223530697817581,45.36,987.01,6515.78,5,25.4,,No,Satisfied,  Agent_09  ,South,WH-South,1111.33,3339.71,5483.41
1894,CUST00019,Aarav Singh,Male,45,Hyderabad,Telangana,India,Regular,ORD101181,10/16/2024,18-Oct-2024,Credit Card,Delivered,Fashion,Running Shoes,4,2388.05,6.410237196918965,66.6,1609.18,10615.66,9,4.9,4.0,No,Satisfied,Agent_11,North,WH-South,,4772.84,8939.88
1895,CUST00530,Karan Reddy, Male,30,Bangalore,Karnataka,India,Gold,ORD103935,2023-08-07,11-Aug-2023,Debit Card,Delivered,Electronics,LED Monitor,4,1567.82,39.22329156834697,122.04,686.07,4619.59,3,1.0,3.0,No,Very Unsatisfied,Agent_20,East,WH-Central,666.82,2336.55,3811.48
1896,CUST01372,Kabir Joshi,Male,35,Bhopal,Madhya Pradesh,India,Gold,ORD103228,03/06/2024,04-Jun-2024,Debit Card,Delivered,Electronics,Power Bank,4,1279.93,14.826825830002328,67.11,784.91,5212.65,3,21.8,4.0,No,Very Unsatisfied,Agent_08,East,WH-Central,660.94,2847.67,4360.63
1897,CUST00482,Myra Nair,Male,42,Bengaluru,Karnataka,India,Silver,ORD100108,09/02/2023,02/14/2023,Net Banking,Shipped,Sports,Cricket Bat,4,1872.03,10.289040963199104,60.71,1209.18,7987.55,4,4.4,4.0,No,Satisfied,Agent_16,South,WH-North,1784.89,3662.88,6717.66
1898,CUST01010,Rohan Joshi,Male,38,Kolkata,West Bengal,India,Regular,ORD103606,17/04/2023,04/24/2023,Net Banking,Pending,Home & Kitchen,Storage Boxes,7,1890.99,6.982461522395862,25.59,2216.28,14554.54,7,6.7,1.0,No,Satisfied,Agent_03,West,WH-South,2809.05,7261.75,12312.67
1899,CUST00397,Neha Gupta,Female,,Ahmedabad,Gujarat,India,Gold,ORD100946,01/12/2024,2024-01-14,Net Banking,Pending,Beauty,Sunscreen SPF50,3,1420.41,8.681523064971747,57.24,700.43,4648.96,8,4.3,5.0,No,Neutral,Agent_13,South,WH-Central,1300.65,1832.97,3891.29
1900,CUST00629,Pooja Sharma,Female,25,Indore,Madhya Pradesh,India,Regular,ORD101884,01/19/2023,20/01/2023,Debit Card,Cancelled,Beauty,Lip Balm Set,5,502.44,21.879484540441016,47.43,353.26,2363.23,5,20.6,5.0,No,,Agent_14,North,WH-West,242.25,1319.6,1962.54
1901,CUST00294,Priya Joshi,Female,25,Lucknow,Uttar Pradesh,India,Gold,ORD101742,24-Nov-2023,11/28/2023,UPI,Returned,Electronics,LED Monitor,5,2753.35,7.739319121253303,20.0,2286.23,15007.53,3,2.1,3.0,No,Very Satisfied,Agent_14,North,WH-Central,1662.43,8732.64,12701.3
1902,CUST00902,Karan Sharma,Male,34,Indore,Madhya Pradesh,India,Gold,ORD102541,10-Jan-2023,,UPI,Cancelled,Home & Kitchen,Mixer Grinder, 4 ,1126.75,6.377542292075826,25.25,759.52,5004.33,9,7.8,4.0,No,Very Satisfied,Agent_18,West,WH-South,1287.28,2147.51,4219.56
1903,CUST00200,Neha Mehta,Female,18,pune,Maharashtra,India,Gold,ORD101312,04/12/2023,2023-04-15,Cash on Delivery,Cancelled,Electronics,Power Bank,4,816.37,31.529679282397115,43.51,402.46,2681.85,1,6.9,4.0,No,Neutral,Agent_06,South,WH-East,274.09,1515.82,2235.88
1904,CUST01005,Sneha Singh,male,31,kolkata,West Bengal,India,Platinum,ORD101877,04/10/2023,04/16/2023,Credit Card,Delivered,Fashion,Running Shoes,3,3479.06,10.593457796223172,95.24,1679.67,11106.43,2,10.0,4.0,No,Very Satisfied,  Agent_02  ,North,WH-East,1406.31,6150.3,9331.52
1905,CUST00675,Simran Patel,Female,22, Jaipur ,Rajasthan,India,Regular,ORD102587,06-Jan-2024,10-Jan-2024,Net Banking,Shipped,Home & Kitchen,LED Bulb Pack,7,948.38,4.547983340775403,45.79,1140.61,7523.13,1,3.9,3.0,No,Neutral,Agent_18,South,WH-West,104.43,5045.9,6336.73
1906,CUST01007,Rahul Verma,Female,46,Indore,Madhya Pradesh,India,Gold,ORD102601,06/01/2023,09/01/2023,UPI,Cancelled,Beauty,Hair Serum,6,1792.18,3.171947522501069,25.94,1874.16,12312.1,2,8.1,3.0,No,Neutral,Agent_16,South,WH-West,,5724.13,10412.0
